prefix_28	short_name_28	name_28
3C:24:F0:C0:00:00/28	Authenti	Authentico Technologies
3C:24:F0:D0:00:00/28	TravisBV	Travis Holding B.V.
3C:24:F0:E0:00:00/28	Getmobit	Getmobit Llc
3C:39:E7:00:00:00/28	Hannstar	Hannstar Display Corp
3C:39:E7:10:00:00/28	BewatecK	BEWATEC Kommunikationstechnik GmbH
3C:39:E7:20:00:00/28	Homewiza	HomeWizard B.V.
3C:39:E7:30:00:00/28	ElsaJapa	ELSA Japan Inc.
3C:39:E7:40:00:00/28	Universi	University of British Columbia
3C:39:E7:50:00:00/28	Attrackt	Attrackting AG
3C:39:E7:60:00:00/28	RoVeRLab	RO.VE.R. Laboratories S.p.A
3C:39:E7:70:00:00/28	SensorTo	Sensor to Image GmbH
3C:39:E7:80:00:00/28	MartemAs	Martem AS
3C:39:E7:90:00:00/28	ZoneCont	Zone Controls AB
3C:39:E7:A0:00:00/28	Iim	iiM AG
3C:39:E7:B0:00:00/28	Chipsgui	chipsguide technology Co.,LTD
3C:39:E7:C0:00:00/28	Vanstone	Vanstone Electronic (Beijing)Co,. Ltd.
3C:39:E7:E0:00:00/28	Marposs	Marposs Spa
3C:39:E7:F0:00:00/28	Private
3C:42:7E:00:00:00/28	Grandway	Grandway Technology (Shenzhen) Limited
3C:42:7E:10:00:00/28	Dongguan	Dongguan Taide Industrial Co.,Ltd.
3C:42:7E:20:00:00/28	Starloop	Starloop Tech Co., Ltd.
3C:42:7E:30:00:00/28	Shenzhen	Shenzhen VETAS Communication Technology Co , Ltd.
3C:42:7E:40:00:00/28	Teknowar	Teknoware Oy
3C:42:7E:50:00:00/28	GeoplanK	Geoplan Korea
3C:42:7E:60:00:00/28	EditSrl	Edit Srl
3C:42:7E:70:00:00/28	Gjs	GJS Co., Ltd.
3C:42:7E:80:00:00/28	UbtechRo	Ubtech Robotics Corp
3C:42:7E:90:00:00/28	Taitex	Taitex Corporation
3C:42:7E:A0:00:00/28	Snap40	snap40 Ltd
3C:42:7E:B0:00:00/28	CompalEl	Compal Electronics INC.
3C:42:7E:C0:00:00/28	PrivacyL	Privacy Labs
3C:42:7E:D0:00:00/28	RoboxSma	Robox Smart Motion (Wuhu) Co.,Ltd
3C:42:7E:E0:00:00/28	XiaoniuN	Xiaoniu network technology (Shanghai) Co., Ltd.
3C:6A:2C:00:00:00/28	RioLagoT	Rio Lago Technologies LLC
3C:6A:2C:10:00:00/28	OlibraLl	Olibra LLC
3C:6A:2C:20:00:00/28	BoschAut	Bosch Automotive Products (Suzhou) Co., Ltd.
3C:6A:2C:30:00:00/28	Figur8	figur8, Inc.
3C:6A:2C:40:00:00/28	XiAnYepT	Xi'An Yep Telecom Technology Co.,Ltd
3C:6A:2C:50:00:00/28	QingdaoI	Qingdao iGuan Technology Co., Ltd.
3C:6A:2C:60:00:00/28	LaBarriè	La Barrière Automatique
3C:6A:2C:70:00:00/28	Homegear	Homegear GmbH
3C:6A:2C:80:00:00/28	TpRadio	TP Radio
3C:6A:2C:90:00:00/28	Wicks	WICKS Co., Ltd.
3C:6A:2C:A0:00:00/28	Metro
3C:6A:2C:B0:00:00/28	PhytiumT	Phytium Technology Co., Ltd.
3C:6A:2C:C0:00:00/28	EltovSys	Eltov System
3C:6A:2C:D0:00:00/28	XiamenSm	Xiamen Smarttek CO., Ltd.
3C:6A:2C:E0:00:00/28	BeijingD	Beijing Donghua Hongtai Polytron Technologies Inc
40:11:75:00:00:00/28	LexiDevi	Lexi Devices, Inc.
40:11:75:10:00:00/28	FujianKu	Fujian Kuke3D Technology Co.,LTD
40:11:75:20:00:00/28	KandaKog	Kanda Kogyo
40:11:75:30:00:00/28	BeijingH	Beijing Hexinruitong Electric Power Technology Co., Ltd.
40:11:75:40:00:00/28	TableTra	Table Trac Inc
40:11:75:50:00:00/28	MircElec	Mirc Electronics Ltd
40:11:75:60:00:00/28	Shenzhen	ShenZhen LanShuo Communication Equipment CO.,LTD.
40:11:75:70:00:00/28	Guangzho	Guangzhou RALID Information System Co.Ltd
40:11:75:80:00:00/28	BeijingG	Beijing Gemotech Intelligent Technology Co., Ltd.
40:11:75:90:00:00/28	AdhGuard	ADH Guardian USA
40:11:75:A0:00:00/28	BwtTianj	BWT Tianjin Ltd.
40:11:75:B0:00:00/28	Chongqin	Chongqing IQIYI Intelligence Technology Co., Ltd.
40:11:75:C0:00:00/28	Disguise	disguise Technologies Limited
40:11:75:D0:00:00/28	NanjingH	NanJing HuaStart Network Technology Co.,Ltd.
40:11:75:E0:00:00/28	Nibble
40:48:FD:00:00:00/28	BeijingC	Beijing C&W Electronics(Group)Co.,Ltd
40:48:FD:10:00:00/28	FastProg	Fast Programming
40:48:FD:20:00:00/28	MithrasT	MITHRAS Technology Co., LTD
40:48:FD:30:00:00/28	RlContro	RL Controls LLC.
40:48:FD:40:00:00/28	DynamicE	Dynamic Engineering
40:48:FD:50:00:00/28	52NdRese	The 52nd Research Institute of China Electronic Technology Group Corporation
40:48:FD:60:00:00/28	SwarcoTe	Swarco Technology ApS
40:48:FD:70:00:00/28	Cloud4Wi
40:48:FD:80:00:00/28	DorelJuv	Dorel Juvenile
40:48:FD:90:00:00/28	PlusOneG	Plus One Global Ltd.
40:48:FD:A0:00:00/28	Shenzhen	Shenzhen Yifang Digital Technology Co., LTD.
40:48:FD:B0:00:00/28	MagentaL	Magenta Labs, Inc.
40:48:FD:C0:00:00/28	EcotapBV	Ecotap B.V.
40:48:FD:D0:00:00/28	Nox	NOX Systems AG
40:48:FD:E0:00:00/28	SmartSen	Smart Sensor Devices Ab
40:A3:6B:00:00:00/28	FinRobot	Fin Robotics Inc
40:A3:6B:10:00:00/28	Tw-Teamw	TW-TeamWare
40:A3:6B:20:00:00/28	Toproott	TOPROOTTechnology Corp. Ltd.
40:A3:6B:30:00:00/28	Omnitrac	Omnitracs, LLC
40:A3:6B:40:00:00/28	Sks-Kink	SKS-Kinkel Elektronik GmbH
40:A3:6B:50:00:00/28	National	National Research Council of Canada
40:A3:6B:60:00:00/28	Securito	Securiton AG
40:A3:6B:70:00:00/28	Pella	Pella Corporation
40:A3:6B:80:00:00/28	Sft	SFT Co., Ltd.
40:A3:6B:90:00:00/28	PhTechni	PH Technical Labs
40:A3:6B:A0:00:00/28	Embrioni	Embrionix Design Inc.
40:A3:6B:B0:00:00/28	AmobileI	Amobile Intelligent Corp.
40:A3:6B:C0:00:00/28	Onion	Onion Corporation
40:A3:6B:D0:00:00/28	Faod	FAOD Co.,Ltd.
40:ED:98:00:00:00/28	Tsinghua	Tsinghua Tongfang Co., LTD
40:ED:98:10:00:00/28	Guangzho	GuangZhou FiiO Electronics Technology Co.,Ltd
40:ED:98:20:00:00/28	A-Iox	A-Iox Inc.
40:ED:98:30:00:00/28	Knox	Knox Company
40:ED:98:40:00:00/28	Kendrion	Kendrion Kuhnke Automation GmbH
40:ED:98:50:00:00/28	Cape
40:ED:98:60:00:00/28	Shanghai	Shanghai Broadwan Communications Co.,Ltd
40:ED:98:70:00:00/28	VaisalaO	Vaisala Oyj
40:ED:98:80:00:00/28	Guangzho	Guangzhou Auric Intelligent Technology Co.,Ltd.
40:ED:98:90:00:00/28	Teratron	TeraTron GmbH
40:ED:98:A0:00:00/28	Integrat	Integrated Design Ltd
40:ED:98:B0:00:00/28	SiebertI	Siebert Industrieelektronik GmbH
40:ED:98:C0:00:00/28	Bloomsky	BloomSky,Inc.
40:ED:98:D0:00:00/28	Hangzhou	Hangzhou GANX Technology Co.,Ltd.
40:ED:98:E0:00:00/28	BordaTec	Borda Technology
40:F3:85:00:00:00/28	Subpac
40:F3:85:10:00:00/28	JohnsonM	Johnson Matthey
40:F3:85:20:00:00/28	BeijingZ	Beijing Zongheng Electro-Mechanical Technology Development Co.
40:F3:85:30:00:00/28	Intellid	IntelliDesign Pty Ltd
40:F3:85:40:00:00/28	Embedded	Embedded IQ
40:F3:85:50:00:00/28	KatoEngi	Kato Engineering Inc.
40:F3:85:60:00:00/28	LennoxIn	Lennox International Incorporated
40:F3:85:70:00:00/28	Palazzet	Palazzetti Lelio Spa
40:F3:85:80:00:00/28	Teleepoc	Teleepoch Ltd
40:F3:85:90:00:00/28	FastPrec	Fast Precision Technologies Co. Ltd.
40:F3:85:A0:00:00/28	Creanord
40:F3:85:B0:00:00/28	UrmetHom	URMET Home & Building Solutions Pty Ltd
40:F3:85:C0:00:00/28	ClixxoBr	Clixxo Broadband Private Limited
40:F3:85:D0:00:00/28	DigitalB	Digital Bros S.p.A.
40:F3:85:E0:00:00/28	Bbb	BBB Inc.
44:03:77:00:00:00/28	MusashiS	Musashi Seimitsu Industry Co.,Ltd
44:03:77:10:00:00/28	Atari	Atari, Inc.
44:03:77:20:00:00/28	ExsomCom	Exsom Computers LLC
44:03:77:30:00:00/28	Annapurn	Annapurna labs
44:03:77:40:00:00/28	LenovoIm	Lenovo Image(Tianjin) Technology Ltd.
44:03:77:50:00:00/28	NordenCo	Norden Communication UK Ltd.
44:03:77:60:00:00/28	ShenZhen	Shen Zhen Huawang Technology Co; Ltd
44:03:77:70:00:00/28	StaraInd	Stara S/A Indústria de Implementos Agrícolas
44:03:77:80:00:00/28	GemmyEle	Gemmy Electronics (Shenzhen) Co, Ltd
44:03:77:90:00:00/28	Shenzhen	Shenzhen Ut-King Technology Co.,Ltd
44:03:77:A0:00:00/28	Symplr
44:03:77:B0:00:00/28	Hangzhou	Hangzhou Asia Infrastructure Tech. Co., Ltd.
44:03:77:C0:00:00/28	BigClima	BIG Climatic Manufacture, Co. LTD, Zhongshan Branch
44:03:77:D0:00:00/28	Omnisens	Omnisense Systems Private Limited Taiwan Branch
44:03:77:E0:00:00/28	BolinTec	Bolin Technology Co., Ltd
44:D5:F2:00:00:00/28	TibaRese	TIBA Research & Development (1986) LTD
44:D5:F2:10:00:00/28	Simplere	Simplered Technology Ltd.
44:D5:F2:20:00:00/28	Shenzhen	Shenzhen Hebang Electronic Co., Ltd
44:D5:F2:30:00:00/28	VuroLlc	Vuro Llc
44:D5:F2:40:00:00/28	Appotron	Appotronics Co., Ltd
44:D5:F2:50:00:00/28	TigaElev	tiga.eleven GmbH
44:D5:F2:60:00:00/28	BeamComm	Beam Communications Pty Ltd
44:D5:F2:70:00:00/28	Shenzhen	Shenzhen Qiutian Technology Co.,Ltd
44:D5:F2:80:00:00/28	CetcAvio	CETC Avionics.L td
44:D5:F2:90:00:00/28	AuctusTe	Auctus Technologies Co.,Ltd.
44:D5:F2:A0:00:00/28	SysTecEl	SYS TEC electronic GmbH
44:D5:F2:B0:00:00/28	ValeoInt	Valeo Interior Controls (Shenzhen) Co.,Ltd
44:D5:F2:C0:00:00/28	Neocontr	neocontrol soluções em automação
44:D5:F2:D0:00:00/28	Shenzhen	Shenzhen Nation RFID Technology Co.,Ltd.
44:D5:F2:E0:00:00/28	Joint-St	Joint-Stock Company Research and Development Center "ELVEES"
48:0B:B2:00:00:00/28	RidangoA	Ridango AS
48:0B:B2:10:00:00/28	BajaElec	Baja Electronics Technology Limited
48:0B:B2:20:00:00/28	ThalesCe	Thales CETCA Avionics CO., Ltd
48:0B:B2:30:00:00/28	Shanghai	shanghai Rinlink Intelligent Technology Co., Ltd.
48:0B:B2:40:00:00/28	Hangzhou	Hangzhou Freely Communication Co., Ltd.
48:0B:B2:50:00:00/28	Solaredg	Solaredge LTD.
48:0B:B2:60:00:00/28	Annapurn	Annapurna labs
48:0B:B2:70:00:00/28	BeijingD	Beijing Dragon Resources Limited.
48:0B:B2:80:00:00/28	Bravocom	BravoCom（xiamen）TechCo.Ltd
48:0B:B2:90:00:00/28	Micropro	Microprogram Information Co., Ltd
48:0B:B2:A0:00:00/28	XiamenRo	Xiamen Rongta Technology Co.,Ltd.
48:0B:B2:B0:00:00/28	PopitOy	Popit Oy
48:0B:B2:C0:00:00/28	Shenzhen	Shenzhen Topwell Technology Co..Ltd
48:0B:B2:D0:00:00/28	M2Lab	M2Lab Ltd.
48:0B:B2:E0:00:00/28	BeijingM	Beijing MFOX technology Co., Ltd.
48:65:EE:00:00:00/28	Defpower	DefPower Ltd
48:65:EE:10:00:00/28	GopodGro	Gopod Group Limited
48:65:EE:20:00:00/28	Captionc	CaptionCall
48:65:EE:30:00:00/28	DataTech	Data Technology Inc.
48:65:EE:40:00:00/28	MissionM	Mission Microwave Technologies, Inc
48:65:EE:50:00:00/28	Swistec	Swistec Systems AG
48:65:EE:60:00:00/28	Shenzhen	shenzhen sunflower technologies CO., LIMITED
48:65:EE:70:00:00/28	VentureR	Venture Research Inc.
48:65:EE:80:00:00/28	Smartdis	SmartDisplayer Technology Co., Ltd.
48:65:EE:90:00:00/28	Videosti	VideoStitch, Inc
48:65:EE:A0:00:00/28	Shenzhen	Shenzhen Inpor cloud Computing Co., Ltd.
48:65:EE:B0:00:00/28	EnbwEner	EnBW Energie Baden-Württemberg AG
48:65:EE:C0:00:00/28	DnvGl	Dnv Gl
48:65:EE:D0:00:00/28	WinnTech	Winn Technology Co.,Ltd
48:65:EE:E0:00:00/28	Cnu
4C:4B:F9:00:00:00/28	Multitek	Multitek Elektronik Sanayi ve Ticaret A.S.
4C:4B:F9:10:00:00/28	JiangsuA	Jiangsu acrel Co., Ltd.
4C:4B:F9:20:00:00/28	Shenzhen	Shenzhen HommPro Technology Co.,Ltd
4C:4B:F9:30:00:00/28	PowerAct	Power Active Co., Ltd
4C:4B:F9:40:00:00/28	Shenzhen	Shenzhen dingsheng technology co., LTD
4C:4B:F9:50:00:00/28	RemedeeL	Remedee Labs
4C:4B:F9:60:00:00/28	Shandong	Shandong Linkotech Electronic Co., Ltd.
4C:4B:F9:70:00:00/28	Glonexs
4C:4B:F9:80:00:00/28	ZividAs	Zivid AS
4C:4B:F9:90:00:00/28	Tecnoplu	Tecnoplus Srl
4C:4B:F9:A0:00:00/28	Electrol	Electrolux Professional AB
4C:4B:F9:B0:00:00/28	StoredEn	Stored Energy Systems
4C:4B:F9:C0:00:00/28	Connecte	Connected IO
4C:4B:F9:D0:00:00/28	Shenzhen	Shenzhen Haichuan Intelligent Information Technology Co., Ltd.
4C:4B:F9:E0:00:00/28	BeijingA	Beijing AutoAi Technology co. LTD
4C:65:A8:00:00:00/28	Welt	WELT Corporation
4C:65:A8:10:00:00/28	BeijingB	Beijing Bluehalo Internet Inc.
4C:65:A8:20:00:00/28	OricaEur	Orica Europe Pty Ltd & Co KG
4C:65:A8:30:00:00/28	Roost
4C:65:A8:40:00:00/28	PlusOneJ	Plus One Japan Limited
4C:65:A8:50:00:00/28	Tel-Elec	TEL-Electronics Ltd
4C:65:A8:60:00:00/28	NuvizOy	Nuviz Oy
4C:65:A8:70:00:00/28	WuhanMor	Wuhan MoreQuick Network Technology Co., Ltd.
4C:65:A8:80:00:00/28	InstantB	Instant Byte, S.L.
4C:65:A8:90:00:00/28	Shenzhen	Shenzhen Lisaier Tronics Co.,Ltd
4C:65:A8:A0:00:00/28	SuzhouEm	Suzhou Embedded Electronic Technology Co., Ltd.
4C:65:A8:B0:00:00/28	ZminTech	ZMIN Technologies
4C:65:A8:C0:00:00/28	Fuse
4C:65:A8:D0:00:00/28	Qingping	Qingping Technology (Beijing) Co., Ltd.
4C:65:A8:E0:00:00/28	HighInfi	High Infinity Germany
4C:91:7A:00:00:00/28	Shenzhen	Shenzhen Dangs Science & Technology CO.,LTD
4C:91:7A:10:00:00/28	InsterTe	Inster Tecnología y Comunicaciones SAU
4C:91:7A:20:00:00/28	Chongqin	Chongqing Unisinsight Technology Co.,Ltd.
4C:91:7A:30:00:00/28	SmartAcc	Smart Access
4C:91:7A:40:00:00/28	Lumigrow	LumiGrow Inc.
4C:91:7A:50:00:00/28	Mtekvisi	mtekvision
4C:91:7A:60:00:00/28	Openeye
4C:91:7A:70:00:00/28	SICESSrl	S.I.C.E.S. srl
4C:91:7A:80:00:00/28	CamsatPr	Camsat Przemysław Gralak
4C:91:7A:90:00:00/28	Hangzhou	Hangzhou Hangtu Technology Co.,Ltd.
4C:91:7A:A0:00:00/28	ErlabDfs	Erlab DFS SAS
4C:91:7A:B0:00:00/28	Avertx
4C:91:7A:C0:00:00/28	AlibabaB	Alibaba (Beijing) Software Service Inc.
4C:91:7A:D0:00:00/28	Shenzhen	Shenzhen bankledger Technology Co, Ltd
4C:91:7A:E0:00:00/28	Annapurn	Annapurna labs
4C:BC:98:00:00:00/28	Charge-A	Charge-Amps AB
4C:BC:98:10:00:00/28	JscNic	Jsc Nic
4C:BC:98:20:00:00/28	QuakeGlo	Quake Global Inc
4C:BC:98:30:00:00/28	MachineM	Machine Max
4C:BC:98:40:00:00/28	Nemon	Nemon Co., Ltd.
4C:BC:98:50:00:00/28	Gronic	Gronic Systems GmbH
4C:BC:98:60:00:00/28	Humanplu	Humanplus Intelligent Robotics Technology Co.,Ltd.
4C:BC:98:70:00:00/28	Voegtlin	Voegtlin Instruments GmbH
4C:BC:98:80:00:00/28	Shenzhen	Shenzhen Shanling Digital Technology Development Co.,Ltd.
4C:BC:98:90:00:00/28	AirtexMa	Airtex Manufacturing Partnership
4C:BC:98:A0:00:00/28	Shenzhen	Shenzhen Cogitation Technology Co.,Ltd.
4C:BC:98:B0:00:00/28	Dongguan	Dongguan SmartAction Technology Co.,Ltd
4C:BC:98:C0:00:00/28	Heliotis	Heliotis AG
4C:BC:98:D0:00:00/28	ElinkTec	Elink Technology (Shenzhen) Co., Limited
4C:BC:98:E0:00:00/28	WonderWo	Wonder Workshop
4C:E1:73:00:00:00/28	BeijingS	Beijing Sutongwang E-Business Co., Ltd
4C:E1:73:10:00:00/28	Nexoforg	Nexoforge Inc.
4C:E1:73:20:00:00/28	LenovoDa	Lenovo Data Center Group
4C:E1:73:30:00:00/28	Outpacei	outpaceIO
4C:E1:73:40:00:00/28	HuizhouD	Huizhou Dehong Technology Co., Ltd.
4C:E1:73:50:00:00/28	Newvaste	NewVastek
4C:E1:73:60:00:00/28	DaikokuD	Daikoku Denki Co.,Ltd.
4C:E1:73:70:00:00/28	Ersúles	Ersúles Limited
4C:E1:73:80:00:00/28	NanjingT	Nanjing Tongke Technology Development Co., LTD
4C:E1:73:90:00:00/28	Shenzhen	Shenzhen Evolution Dynamics Co., Ltd.
4C:E1:73:A0:00:00/28	Jvi
4C:E1:73:B0:00:00/28	Shanghai	Shanghai Ehong Technology Co.,Ltd
4C:E1:73:C0:00:00/28	RemondeN	Remonde Network
4C:E1:73:D0:00:00/28	KtcK-Tel	Ktc(K-Tel)
4C:E1:73:E0:00:00/28	PlusOneJ	Plus One Japan Limited
50:0B:91:00:00:00/28	Igor	Igor, Inc.
50:0B:91:10:00:00/28	SpdDevel	SPD Development Company Ltd
50:0B:91:20:00:00/28	Annapurn	Annapurna labs
50:0B:91:30:00:00/28	EwinTech	Ewin Technology Limited
50:0B:91:40:00:00/28	SinopeTe	Sinope technologies Inc
50:0B:91:50:00:00/28	JiangsuZ	jiangsu zhongling high-tech CO.,LTD.
50:0B:91:60:00:00/28	Security	Security Alarms & Co. S.A.
50:0B:91:70:00:00/28	Shenzhen	Shenzhen Xinfa Electronic Co.,ltd
50:0B:91:80:00:00/28	Panasoni	Panasonic Enterprise Solutions Company
50:0B:91:90:00:00/28	Machfu	Machfu, Inc.
50:0B:91:A0:00:00/28	NewAudio	New Audio LLC
50:0B:91:B0:00:00/28	Thumbzup	thumbzup UK Limited
50:0B:91:C0:00:00/28	DiamondT	Diamond Traffic Products, Inc
50:0B:91:D0:00:00/28	Shenzhen	Shenzhen Lucky Sonics Co.,Ltd
50:0B:91:E0:00:00/28	Shenzhen	Shenzhen zhong ju Fiber optical Co.Ltd
50:62:55:00:00:00/28	UfanetSc	Ufanet SC
50:62:55:10:00:00/28	Hagiwara	Hagiwara Solutions Co., Ltd
50:62:55:20:00:00/28	Shenzhen	ShenZhen ChuangMo Electronics Technology Co., Ltd
50:62:55:30:00:00/28	Hypertec	Hypertech Advance Co., LTD
50:62:55:40:00:00/28	Xslab	XSLAB Inc.
50:62:55:50:00:00/28	SuzhouRu	Suzhou Ruixinjie Information Technology Co.,Ltd
50:62:55:60:00:00/28	Shenzhen	Shenzhen Sinway South Technology Co., Ltd
50:62:55:70:00:00/28	AvtechSo	AVTECH Software, Inc.
50:62:55:80:00:00/28	RodaIndu	Roda industrial development Co.,Ltd.
50:62:55:90:00:00/28	Southern	Southern Ground Audio LLC
50:62:55:A0:00:00/28	CctvManu	CCTV Manufacturer
50:62:55:B0:00:00/28	ChengduC	Chengdu Cove Technology Co.,Ltd
50:62:55:C0:00:00/28	AedDistr	AED Distribution
50:62:55:D0:00:00/28	CottElec	COTT Electronics
50:62:55:E0:00:00/28	Shinsoft	Shinsoft Co., Ltd.
50:A4:D0:00:00:00/28	Traxens
50:A4:D0:10:00:00/28	BeijingA	Beijing ANTVR Technology Co., LTD
50:A4:D0:20:00:00/28	Seneco	Seneco A/S
50:A4:D0:30:00:00/28	Guangzho	Guangzhou Hysoon Electronic Co., Ltd.
50:A4:D0:40:00:00/28	RavenInd	Raven Industries Inc.
50:A4:D0:50:00:00/28	TrexomSR	TREXOM S.r.l.
50:A4:D0:60:00:00/28	Pointgra	PointGrab
50:A4:D0:70:00:00/28	Shanghai	Shanghai Pujiang Smart Card Systems Co., Ltd.
50:A4:D0:80:00:00/28	XinlianA	XinLian'AnBao（Beijing）Technology Co.，LTD.
50:A4:D0:90:00:00/28	OemProdu	Oem Production Inc.
50:A4:D0:A0:00:00/28	Changsha	Changsha SinoCare, Inc
50:A4:D0:B0:00:00/28	ZhengDia	Zheng Dian Electronics Limited
50:A4:D0:C0:00:00/28	BeijingY	Beijing YangLian Networks Technology co., LTD
50:A4:D0:D0:00:00/28	AxelTech	Axel Technology
50:A4:D0:E0:00:00/28	Sagetech	Sagetech Corporation
50:FF:99:00:00:00/28	Simicon
50:FF:99:10:00:00/28	CoyoteSy	Coyote Sytem
50:FF:99:20:00:00/28	Shenzhen	Shenzhen Kingvt Electronics Co.,Ltd
50:FF:99:30:00:00/28	Yongjing	Yongjing Shanghai Electronic Science and Technology
50:FF:99:40:00:00/28	IpcGloba	IPC Global
50:FF:99:50:00:00/28	Garrison	Garrison Technology
50:FF:99:60:00:00/28	LegendWi	Legend Winner Limited
50:FF:99:70:00:00/28	Honeywel	Honeywell International
50:FF:99:80:00:00/28	DolphinC	Dolphin Concepts Limited
50:FF:99:90:00:00/28	SeaEagle	Sea Eagle Optoelectronic Information Technology(Tianjin)co,Ltd
50:FF:99:A0:00:00/28	Metratec	metraTec GmbH
50:FF:99:B0:00:00/28	SichuanD	Sichuan Dowlab Electronics Technology Co. Ltd
50:FF:99:C0:00:00/28	Goetting	Goetting KG
50:FF:99:D0:00:00/28	Shenzhen	Shenzhen Haipengxin Electronic Co., Ltd.
50:FF:99:E0:00:00/28	InformaL	Informa LLC
54:9A:11:00:00:00/28	Shenzhen	Shenzhen Excera Technology Co.,Ltd.
54:9A:11:10:00:00/28	Spearx	SpearX Inc.
54:9A:11:20:00:00/28	TorrapDe	Torrap Design Limited
54:9A:11:30:00:00/28	RoyalBoo	Royal Boon Edam International BV
54:9A:11:40:00:00/28	EtauroLl	eTauro LLC
54:9A:11:50:00:00/28	ElotechI	Elotech Industrieelektronik GmbH
54:9A:11:60:00:00/28	OrientDi	Orient Direct, Inc.
54:9A:11:70:00:00/28	NiveoInt	Niveo International BV
54:9A:11:80:00:00/28	Tite	Tite, Inc.
54:9A:11:90:00:00/28	AlfenBv	Alfen BV
54:9A:11:A0:00:00/28	Vendnova	VendNovation LLC
54:9A:11:B0:00:00/28	EliteSil	Elite Silicon Technology, Inc.
54:9A:11:C0:00:00/28	XiAnHuaF	Xi'an Hua Fan Technology Co.,Ltd.
54:9A:11:D0:00:00/28	Hangzhou	Hangzhou duotin Technology Co., Ltd.
54:9A:11:E0:00:00/28	BeijingH	Beijing HTSmartech Co.,Ltd
54:9A:11:F0:00:00/28	Private
54:A4:93:00:00:00/28	Intellig	Intelligent Surveillance Corp
54:A4:93:10:00:00/28	Shenzhen	ShenZhen Smart&Aspiration Co.,LTD
54:A4:93:20:00:00/28	Genua	genua GmbH
54:A4:93:30:00:00/28	I-MoonTe	I-Moon Technology Co., Limited
54:A4:93:40:00:00/28	Shenzhen	Shenzhen C & D Electronics Co., Ltd.
54:A4:93:50:00:00/28	Ausounds	Ausounds Intelligence, Llc
54:A4:93:60:00:00/28	HanntoTe	Hannto Technology Co., Ltd
54:A4:93:70:00:00/28	RedHydro	RED Hydrogen LLC
54:A4:93:80:00:00/28	ChengduE	Chengdu EVECCA Technology Co.,Ltd.
54:A4:93:90:00:00/28	DoEasyIn	Do Easy International Limited
54:A4:93:A0:00:00/28	WondersT	Wonders Technology Co., Ltd.
54:A4:93:B0:00:00/28	Advice
54:A4:93:C0:00:00/28	BjCotyte	Bj Cotytech Technology Co.,Ltd
54:A4:93:D0:00:00/28	AssemTec	Assem Technology Co.,Ltd.
54:A4:93:E0:00:00/28	Nederman	Nederman Holding AB
58:E8:76:00:00:00/28	Private
58:E8:76:10:00:00/28	BeijingP	Beijing Perabytes IS Technology Co., Ltd
58:E8:76:20:00:00/28	CoalaLif	Coala Life AB
58:E8:76:30:00:00/28	McwongIn	McWong International Inc
58:E8:76:40:00:00/28	ProbitSr	Probit Srl
58:E8:76:50:00:00/28	BroadAir	Broad Air Technology Co., LTD.
58:E8:76:60:00:00/28	Diviotec	DivioTec Inc.
58:E8:76:70:00:00/28	ChronosT	Chronos Technology Ltd.
58:E8:76:80:00:00/28	ChengduV	Chengdu Vision-Zenith Technology Co.,Ltd
58:E8:76:90:00:00/28	TemMobil	TEM Mobile Limited
58:E8:76:A0:00:00/28	Shenzhen	Shenzhen Digissin Technology
58:E8:76:B0:00:00/28	Annapurn	Annapurna labs
58:E8:76:C0:00:00/28	KustomSi	Kustom Signals Inc
58:E8:76:D0:00:00/28	XiamenCa	Xiamen Cacamle Technology Co.,Ltd.
58:E8:76:E0:00:00/28	BaoruhEl	Baoruh Electronic Co., Ltd.
58:FC:DB:00:00:00/28	SpangPow	Spang Power Electronics
58:FC:DB:10:00:00/28	CertisTe	Certis Technology International
58:FC:DB:20:00:00/28	BeseyeCl	Beseye Cloud Security Co. Ltd.
58:FC:DB:30:00:00/28	CustomBi	Custom Biogenic Systems
58:FC:DB:40:00:00/28	InforceC	Inforce Computing Inc.
58:FC:DB:50:00:00/28	Shenzhen	Shenzhen Siecom Communication Technology Development Co.,Ltd.
58:FC:DB:60:00:00/28	TimexGro	Timex Group USA Inc
58:FC:DB:70:00:00/28	OpenRoad	Open Roads Consulting, Inc.
58:FC:DB:80:00:00/28	Shanghai	Shanghai Qianjin Electronic Equipment Co. Ltd
58:FC:DB:90:00:00/28	Hi-Targe	Hi-Target Surveying Instrument Co., Ltd.
58:FC:DB:A0:00:00/28	Xmodus	Xmodus Systems GmbH
58:FC:DB:B0:00:00/28	SwarcoTr	Swarco Traffic Systems Gmbh
58:FC:DB:C0:00:00/28	ExcenonM	Excenon Mobile Technology Co., Ltd.
58:FC:DB:D0:00:00/28	XiamenLe	Xiamen Leelen Technology Co.,Ltd
58:FC:DB:E0:00:00/28	AppliedD	Applied Device Technologies
58:FC:DB:F0:00:00/28	Private
5C:F2:86:00:00:00/28	Hangzhou	Hangzhou Signwei Electronics Technology Co., Ltd
5C:F2:86:10:00:00/28	IsonTech	iSon Tech
5C:F2:86:20:00:00/28	Shanghai	Shanghai Notion Information Technology CO.,LTD.
5C:F2:86:30:00:00/28	BeijingY	beijing your wonderful control system technology co.,ltd
5C:F2:86:40:00:00/28	Chipsen	CHIPSEN Co.,Ltd.
5C:F2:86:50:00:00/28	Euroimmu	EUROIMMUN Medizinische Labordiagnostika AG
5C:F2:86:60:00:00/28	Vpinstru	VPInstruments
