prefix_36	short_name_36	name_36
70:B3:D5:87:40:00/36	Northbou	Northbound Networks Pty. Ltd.
70:B3:D5:87:50:00/36	PeekTraf	Peek Traffic
70:B3:D5:87:60:00/36	Ionetech
70:B3:D5:87:70:00/36	PolynetT	Polynet Telecommunications Consulting and Contractor Ltd.
70:B3:D5:87:80:00/36	PackageG	Package Guard, Inc
70:B3:D5:87:90:00/36	Zigpos	ZIGPOS GmbH
70:B3:D5:87:B0:00/36	LiquidIn	Liquid Instruments Pty Ltd
70:B3:D5:87:C0:00/36	Nautel	Nautel Limited
70:B3:D5:87:D0:00/36	Invixium	Invixium Access Inc.
70:B3:D5:87:E0:00/36	Septentr	Septentrio NV
70:B3:D5:87:F0:00/36	NacPlann	NAC Planning Co., Ltd.
70:B3:D5:88:00:00/36	SkopeiBV	Skopei B.V.
70:B3:D5:88:10:00/36	TattileS	Tattile Srl
70:B3:D5:88:20:00/36	SimonTec	Simon Tech, S.L.
70:B3:D5:88:40:00/36	LgElectr	LG Electronics
70:B3:D5:88:50:00/36	Quirklog	QuirkLogic
70:B3:D5:88:80:00/36	Zetechti	Zetechtics Ltd
70:B3:D5:88:90:00/36	Innovati	Innovative Circuit Technology
70:B3:D5:88:A0:00/36	Percepti	Perceptics, LLC
70:B3:D5:88:B0:00/36	WuhanEas	WUHAN EASYLINKIN TECHNOLOGY co.,LTD
70:B3:D5:88:D0:00/36	LgElectr	LG Electronics
70:B3:D5:88:F0:00/36	QuaestaI	Quaesta Instruments, LLC
70:B3:D5:89:00:00/36	EidosSRL	EIDOS s.r.l.
70:B3:D5:89:10:00/36	Neocontr	neocontrol soluções em automação
70:B3:D5:89:20:00/36	Abb
70:B3:D5:89:30:00/36	Cubitech
70:B3:D5:89:40:00/36	UniSyste	UnI Systech Co.,Ltd
70:B3:D5:89:50:00/36	Integrat	Integrated Control Corp.
70:B3:D5:89:60:00/36	Shanghai	Shanghai Longpal Communication Equipment Co., Ltd.
70:B3:D5:89:70:00/36	EfgCzSpo	EFG CZ spol. s r.o.
70:B3:D5:89:A0:00/36	AlgodueE	Algodue Elettronica Srl
70:B3:D5:89:B0:00/36	Controlw	ControlWorks, Inc.
70:B3:D5:89:C0:00/36	IhiRotat	IHI Rotating Machinery Engineering Co.,Ltd.
70:B3:D5:89:D0:00/36	E-Matix	e-Matix Corporation
70:B3:D5:89:E0:00/36	Innovati	Innovative Control Systems, LP
70:B3:D5:8A:00:00/36	DmRadioc	Dm Radiocom
70:B3:D5:8A:20:00/36	WinnersD	Winners Digital Corporation
70:B3:D5:8A:40:00/36	PhytonMi	Phyton, Inc. Microsystems and Development Tools
70:B3:D5:8A:50:00/36	KstTechn	KST technology
70:B3:D5:8A:60:00/36	Crde
70:B3:D5:8A:80:00/36	MegatecE	megatec electronic GmbH
70:B3:D5:8A:90:00/36	Woka-Ele	WoKa-Elektronik GmbH
70:B3:D5:8A:A0:00/36	TattileS	Tattile Srl
70:B3:D5:8A:B0:00/36	Emac	EMAC, Inc.
70:B3:D5:8A:C0:00/36	​AsungTe	​ASUNG TECHNO CO.,Ltd
70:B3:D5:8A:D0:00/36	GlobalCo	Global Communications Technology LLC
70:B3:D5:8A:E0:00/36	Fareco
70:B3:D5:8A:F0:00/36	QbicComm	Qbic Communications Dmcc
70:B3:D5:8B:00:00/36	IesSRL	IES S.r.l.
70:B3:D5:8B:10:00/36	M-TechIn	M-Tech Innovations Limited
70:B3:D5:8B:20:00/36	NpfModem	NPF Modem, LLC
70:B3:D5:8B:30:00/36	FireflyR	Firefly RFID Solutions
70:B3:D5:8B:40:00/36	Scenario	Scenario Automation
70:B3:D5:8B:70:00/36	ContecAm	Contec Americas Inc.
70:B3:D5:8B:80:00/36	GdiTechn	GDI Technology Inc
70:B3:D5:8B:90:00/36	Toptech	Toptech Systems, Inc.
70:B3:D5:8B:B0:00/36	KstTechn	KST technology
70:B3:D5:8B:C0:00/36	GsiGeoso	GSI GeoSolutions International Ltd
70:B3:D5:8B:E0:00/36	Connoise	Connoiseur Electronics Private Limited
70:B3:D5:8B:F0:00/36	Hangzhou	Hangzhou Leaper Technology Co. Ltd.
70:B3:D5:8C:10:00/36	Rievtech	Rievtech Electronic Co.,Ltd
70:B3:D5:8C:20:00/36	F-Domain	F-domain corporation
70:B3:D5:8C:30:00/36	Wyebot	Wyebot, Inc.
70:B3:D5:8C:40:00/36	Ape	APE GmbH
70:B3:D5:8C:50:00/36	Hmicro	HMicro Inc
70:B3:D5:8C:60:00/36	Onosokki	Onosokki Co.,Ltd
70:B3:D5:8C:70:00/36	Henschel	Henschel-Robotics GmbH
70:B3:D5:8C:80:00/36	Kronotec	Kronotech Srl
70:B3:D5:8C:A0:00/36	AlliedDa	Allied Data Systems
70:B3:D5:8C:B0:00/36	Welt	WELT Corporation
70:B3:D5:8C:C0:00/36	PiranhaE	Piranha EMS Inc.
70:B3:D5:8C:D0:00/36	EaElektr	EA Elektroautomatik GmbH & Co. KG
70:B3:D5:8C:E0:00/36	Cores	CORES Corporation
70:B3:D5:8C:F0:00/36	Dainichi	Dainichi Denshi Co.,LTD
70:B3:D5:8D:00:00/36	RaftTech	Raft Technologies
70:B3:D5:8D:30:00/36	Performa	Performance Controls, Inc.
70:B3:D5:8D:70:00/36	Schneide	Schneider Electric Motion USA
70:B3:D5:8D:80:00/36	Vng	VNG Corporation
70:B3:D5:8D:90:00/36	MbConnec	MB connect line GmbH Fernwartungssysteme
70:B3:D5:8D:A0:00/36	Microele	MicroElectronics System Co.Ltd
70:B3:D5:8D:B0:00/36	KratosAn	Kratos Analytical Ltd
70:B3:D5:8D:C0:00/36	NiveoInt	Niveo International BV
70:B3:D5:8D:F0:00/36	DorletSa	Dorlet Sau
70:B3:D5:8E:00:00/36	SoudaxEq	Soudax Equipements
70:B3:D5:8E:10:00/36	Woka-Ele	WoKa-Elektronik GmbH
70:B3:D5:8E:20:00/36	ZhiyeEle	Zhiye Electronics Co., Ltd.
70:B3:D5:8E:30:00/36	DorletSa	Dorlet Sau
70:B3:D5:8E:40:00/36	AplexTec	Aplex Technology Inc.
70:B3:D5:8E:60:00/36	Mothonic	Mothonic AB
70:B3:D5:8E:A0:00/36	Jlcooper	JLCooper Electronics
70:B3:D5:8E:B0:00/36	ProconEl	Procon Electronics Pty Ltd
70:B3:D5:8E:C0:00/36	RudyTell	Rudy Tellert
70:B3:D5:8E:D0:00/36	Nanosens	NanoSense
70:B3:D5:8E:E0:00/36	NetworkA	Network Additions
70:B3:D5:8E:F0:00/36	BeeperCo	Beeper Communications Ltd.
70:B3:D5:8F:00:00/36	Eraeseed	ERAESEEDS co.,ltd.
70:B3:D5:8F:20:00/36	Rimota	Rimota Limited
70:B3:D5:8F:30:00/36	TattileS	Tattile Srl
70:B3:D5:8F:50:00/36	Stmovic
70:B3:D5:8F:60:00/36	Dofuntec	Dofuntech Co.,LTD.
70:B3:D5:8F:70:00/36	IESevkoA	I.E. Sevko A.V.
70:B3:D5:8F:80:00/36	Wi6Labs
70:B3:D5:8F:A0:00/36	DeaSyste	Dea System Spa
70:B3:D5:8F:F0:00/36	Imst	IMST GmbH
70:B3:D5:90:10:00/36	Ats-Conv	Ats-Convers
70:B3:D5:90:20:00/36	Unlimite	Unlimiterhear co.,ltd. taiwan branch
70:B3:D5:90:30:00/36	Cymtec	Cymtec Ltd
70:B3:D5:90:40:00/36	PhbEletr	PHB Eletronica Ltda.
70:B3:D5:90:60:00/36	AplexTec	Aplex Technology Inc.
70:B3:D5:90:70:00/36	NingboCr	Ningbo Crrc Times Transducer Technology Co., Ltd
70:B3:D5:90:80:00/36	Accusoni	Accusonic
70:B3:D5:90:A0:00/36	Hangzhou	Hangzhou SunTown Intelligent Science & Technology Co.,Ltd.
70:B3:D5:90:B0:00/36	MatrixSw	Matrix Switch Corporation
70:B3:D5:90:C0:00/36	Antek	ANTEK GmbH
70:B3:D5:90:D0:00/36	Modtroni	Modtronix Engineering
70:B3:D5:90:E0:00/36	Maytroni	Maytronics Ltd.
70:B3:D5:90:F0:00/36	DtronCom	DTRON Communications (Pty) Ltd
70:B3:D5:91:00:00/36	Eginity	Eginity, Inc.
70:B3:D5:91:10:00/36	Equatel
70:B3:D5:91:30:00/36	Shenzhen	Shenzhen Riitek Technology Co.,Ltd
70:B3:D5:91:40:00/36	ContecAm	Contec Americas Inc.
70:B3:D5:91:60:00/36	TechnoMa	Techno Mathematical Co.,Ltd
70:B3:D5:91:70:00/36	Ksj	KSJ Co.Ltd
70:B3:D5:91:80:00/36	GlovaRai	Glova Rail A/S
70:B3:D5:91:A0:00/36	FujianLa	Fujian Landfone Information Technology Co.,Ltd
70:B3:D5:91:B0:00/36	Dolotron	Dolotron d.o.o.
70:B3:D5:91:C0:00/36	AlereTec	Alere Technologies AS
70:B3:D5:91:D0:00/36	Cubitech
70:B3:D5:91:E0:00/36	Creotech	Creotech Instruments S.A.
70:B3:D5:91:F0:00/36	Jsc"Info	JSC "InformInvestGroup"
70:B3:D5:92:00:00/36	Slat
70:B3:D5:92:30:00/36	EumigInd	eumig industrie-tv GmbH
70:B3:D5:92:40:00/36	Meridian	Meridian Technologies Inc
70:B3:D5:92:50:00/36	Diamante	Diamante Lighting Srl
70:B3:D5:92:60:00/36	Advice
70:B3:D5:92:70:00/36	LgElectr	LG Electronics
70:B3:D5:92:90:00/36	Outsys
70:B3:D5:92:A0:00/36	Miravue
70:B3:D5:92:B0:00/36	EntecEle	ENTEC Electric & Electronic Co., LTD.
70:B3:D5:92:C0:00/36	Dismunte	Dismuntel Sal
70:B3:D5:92:E0:00/36	MedicalM	Medical Monitoring Center OOD
70:B3:D5:92:F0:00/36	Sifive
70:B3:D5:93:00:00/36	Institut	The Institute of Mine Seismology
70:B3:D5:93:10:00/36	MarineIn	Marine Instruments, S.A.
70:B3:D5:93:20:00/36	Rohde&Sc	Rohde&Schwarz Topex SA
70:B3:D5:93:30:00/36	SarlS@Ti	Sarl S@Tis
70:B3:D5:93:40:00/36	RbsNetko	RBS Netkom GmbH
70:B3:D5:93:50:00/36	SensorDe	Sensor Developments
70:B3:D5:93:60:00/36	FaroTech	Faro Technologies, Inc.
70:B3:D5:93:70:00/36	TattileS	Tattile Srl
70:B3:D5:93:80:00/36	JetiTech	JETI Technische Instrumente GmbH
70:B3:D5:93:90:00/36	Invertek	Invertek Drives Ltd
70:B3:D5:93:B0:00/36	Changchu	Changchun FAW Yanfeng Visteon Automotive Electronics.,Ltd.
70:B3:D5:93:E0:00/36	WithInte	Systems With Intelligence Inc.
70:B3:D5:94:00:00/36	Paradigm	Paradigm Technology Services B.V.
70:B3:D5:94:10:00/36	Triax	Triax A/S
70:B3:D5:94:20:00/36	TruteqDe	TruTeq Devices (Pty) Ltd
70:B3:D5:94:30:00/36	AbbottMe	Abbott Medical Optics Inc.
70:B3:D5:94:50:00/36	Symbotic	Symboticware Incorporated
70:B3:D5:94:60:00/36	Greatwal	GREATWALL Infotech Co., Ltd.
70:B3:D5:94:70:00/36	Checkbil	Checkbill Co,Ltd.
70:B3:D5:94:80:00/36	VisionAu	Vision Systems Aurtomotive (Safety Tech)
70:B3:D5:94:90:00/36	National	National Radio & Telecommunication Corporation - NRTC
70:B3:D5:94:A0:00/36	Shenzhen	Shenzhen Wisewing Internet Technology Co.,Ltd
70:B3:D5:94:B0:00/36	RfCode	RF Code
70:B3:D5:94:D0:00/36	SeasonDe	Season Design Technology
70:B3:D5:94:E0:00/36	BpLubric	BP Lubricants USA, Inc.
70:B3:D5:94:F0:00/36	MartNetw	Mart Network Solutions Ltd
70:B3:D5:95:00:00/36	CmtMedic	CMT Medical technologies
70:B3:D5:95:20:00/36	Requea
70:B3:D5:95:30:00/36	Spectrum	Spectrum Techniques, LLC
70:B3:D5:95:40:00/36	DotSyste	Dot System S.r.l.
70:B3:D5:95:50:00/36	Dynacard	Dynacard Co., Ltd.
70:B3:D5:95:60:00/36	Aerovisi	AeroVision Avionics, Inc.
70:B3:D5:95:70:00/36	EaElektr	EA Elektroautomatik GmbH & Co. KG
70:B3:D5:95:80:00/36	Purelifi	pureLiFi Ltd
70:B3:D5:95:90:00/36	ZulexInt	Zulex International Co.,Ltd.
70:B3:D5:95:A0:00/36	SigmannE	Sigmann Elektronik GmbH
70:B3:D5:95:B0:00/36	SrsGroup	SRS Group s.r.o.
70:B3:D5:95:C0:00/36	WilsonEl	Wilson Electronics
70:B3:D5:95:E0:00/36	BlocksiL	Blocksi Llc
70:B3:D5:95:F0:00/36	WifiNati	WiFi Nation Ltd
70:B3:D5:96:00:00/36	HorizonT	Horizon Telecom
70:B3:D5:96:10:00/36	TaskSist	Task Sistemas De Computacao Ltda
70:B3:D5:96:30:00/36	Triax	Triax A/S
70:B3:D5:96:60:00/36	DaTomato	dA Tomato Limited
70:B3:D5:96:70:00/36	TattileS	Tattile Srl
70:B3:D5:96:80:00/36	LgmIngén	LGM Ingénierie
70:B3:D5:96:90:00/36	EmtelSys	Emtel System Sp. z o.o.
70:B3:D5:96:B0:00/36	Focal-Jm	FOCAL-JMLab
70:B3:D5:96:D0:00/36	MsbElekt	MSB Elektronik und Gerätebau GmbH
70:B3:D5:96:E0:00/36	MyostatM	Myostat Motion Control Inc
70:B3:D5:96:F0:00/36	4Cam	4CAM GmbH
70:B3:D5:97:00:00/36	Bintel	Bintel AB
70:B3:D5:97:10:00/36	RchItali	Rch Italia Spa
70:B3:D5:97:20:00/36	Aixcontr	AixControl GmbH
70:B3:D5:97:30:00/36	Autonomi	Autonomic Controls, Inc.
70:B3:D5:97:40:00/36	JirehInd	Jireh Industries Ltd.
70:B3:D5:97:50:00/36	CoesterA	Coester Automação Ltda
70:B3:D5:97:60:00/36	AtonarpM	Atonarp Micro-Systems India Pvt. Ltd.
70:B3:D5:97:70:00/36	EngageTe	Engage Technologies
70:B3:D5:97:80:00/36	SatixfyI	Satixfy Israel Ltd.
70:B3:D5:97:A0:00/36	Orion	Orion Corporation
70:B3:D5:97:B0:00/36	WikaAlex	WIKA Alexander Wiegand SE & Co. KG
70:B3:D5:97:C0:00/36	Nu-TekPo	Nu-Tek Power Controls and Automation
70:B3:D5:97:F0:00/36	Bistos	BISTOS.,Co.,Ltd
70:B3:D5:98:10:00/36	ZamirRec	Zamir Recognition Systems Ltd.
70:B3:D5:98:20:00/36	3S-Senso	3S - Sensors, Signal Processing, Systems GmbH
70:B3:D5:98:30:00/36	EnsEngin	ENS Engineered Network Systems
70:B3:D5:98:40:00/36	SanminaI	Sanmina Israel
70:B3:D5:98:50:00/36	BurkTech	Burk Technology
70:B3:D5:98:60:00/36	AplexTec	Aplex Technology Inc.
70:B3:D5:98:70:00/36	Axis	Axis Corporation
70:B3:D5:98:90:00/36	Dcns
70:B3:D5:98:A0:00/36	VisionSa	vision systems safety tech
70:B3:D5:98:B0:00/36	RichardP	Richard Paul Russell Ltd
70:B3:D5:98:C0:00/36	Universi	University of Wisconsin Madison - Department of High Energy Physics
70:B3:D5:98:E0:00/36	AutocomD	Autocom Diagnostic Partner AB
70:B3:D5:98:F0:00/36	Spacefli	Spaceflight Industries
70:B3:D5:99:00:00/36	EnergyWa	Energy Wall
70:B3:D5:99:10:00/36	Javaspar	Javasparrow Inc.
70:B3:D5:99:30:00/36	Iothings
70:B3:D5:99:40:00/36	KeffNetw	KeFF Networks
70:B3:D5:99:50:00/36	Laytec	LayTec AG
70:B3:D5:99:60:00/36	Xpertsea	XpertSea Solutions inc.
70:B3:D5:99:70:00/36	ProtomIn	ProTom International
70:B3:D5:99:90:00/36	Logicube	Logicube Inc
70:B3:D5:99:A0:00/36	Kevic	KEVIC. inc,
70:B3:D5:99:B0:00/36	RchItali	Rch Italia Spa
70:B3:D5:99:C0:00/36	Enerwise	Enerwise Solutions Ltd.
70:B3:D5:99:E0:00/36	TrinityC	Trinity College Dublin
70:B3:D5:99:F0:00/36	ConfedBV	Confed Holding B.V.
70:B3:D5:9A:00:00/36	Eldes
70:B3:D5:9A:10:00/36	ItsIndus	ITS Industrial Turbine Services GmbH
70:B3:D5:9A:20:00/36	O-NetCom	O-Net Communications(Shenzhen)Limited
70:B3:D5:9A:50:00/36	Softel
70:B3:D5:9A:70:00/36	Honeywel	Honeywell
70:B3:D5:9A:90:00/36	PabloAir	PABLO AIR Co., LTD
70:B3:D5:9A:A0:00/36	TecsysDo	Tecsys do Brasil Industrial Ltda
70:B3:D5:9A:B0:00/36	GroupePa	Groupe Paris-Turf
70:B3:D5:9A:C0:00/36	SuzhouSa	Suzhou Sapa Automotive Technology Co.,Ltd
70:B3:D5:9A:D0:00/36	FortunaI	Fortuna Impex Pvt ltd
70:B3:D5:9A:E0:00/36	Volansys	Volansys technologies pvt ltd
70:B3:D5:9A:F0:00/36	Shanghai	Shanghai Brellet Telecommunication Technology Co., Ltd.
70:B3:D5:9B:00:00/36	ClearlyI	Clearly IP Inc
70:B3:D5:9B:10:00/36	AplexTec	Aplex Technology Inc.
70:B3:D5:9B:20:00/36	Continen	CONTINENT, Ltd
70:B3:D5:9B:30:00/36	K&JSchmi	K&J Schmittschneider AG
70:B3:D5:9B:40:00/36	Myoungsu	MyoungSung System
70:B3:D5:9B:50:00/36	Ideetron	Ideetron b.v.
70:B3:D5:9B:60:00/36	Intercom	Intercomp S.p.A.
70:B3:D5:9B:70:00/36	Itronics	Itronics Ltd
70:B3:D5:9B:80:00/36	LomaSRO	Loma Systems s.r.o.
70:B3:D5:9B:90:00/36	AetheraT	Aethera Technologies
70:B3:D5:9B:A0:00/36	AtimRadi	ATIM Radiocommunication
70:B3:D5:9B:D0:00/36	SignalPr	Signal Processing Devices Sweden AB
70:B3:D5:9B:E0:00/36	Izome
70:B3:D5:9B:F0:00/36	XirisAut	Xiris Automation Inc.
70:B3:D5:9C:00:00/36	Schneide	Schneider Displaytechnik GmbH
70:B3:D5:9C:10:00/36	Zeroplus	Zeroplus Technology Co.,Ltd.
70:B3:D5:9C:40:00/36	Aelettro	aelettronica group srl
70:B3:D5:9C:50:00/36	LineageP	Lineage Power Pvt Ltd.,
70:B3:D5:9C:60:00/36	Overspee	Overspeed SARL
70:B3:D5:9C:70:00/36	YuyamaMf	YUYAMA MFG Co.,Ltd
70:B3:D5:9C:80:00/36	AppliedE	Applied Systems Engineering, Inc.
70:B3:D5:9C:90:00/36	PkSound	PK Sound
70:B3:D5:9C:A0:00/36	KomsisEl	Komsis Elektronik Sistemleri San. Tic. Ltd.Sti
70:B3:D5:9C:B0:00/36	Alligato	Alligator Communications
70:B3:D5:9C:C0:00/36	Zaxcom	Zaxcom Inc
70:B3:D5:9C:E0:00/36	Terragen	Terragene S.A
70:B3:D5:9C:F0:00/36	Iotize
70:B3:D5:9D:00:00/36	Rj45Tech	RJ45 Technologies
70:B3:D5:9D:10:00/36	Os42UgHa	OS42 UG (haftungsbeschraenkt)
70:B3:D5:9D:20:00/36	AcsMotio	Acs Motion Control
70:B3:D5:9D:30:00/36	Communic	Communication Technology Ltd.
70:B3:D5:9D:40:00/36	Wartsila	Wartsila Voyage Limited
70:B3:D5:9D:50:00/36	Southern	Southern Tier Technologies
70:B3:D5:9D:60:00/36	CrownSol	Crown Solar Power Fencing Systems
70:B3:D5:9D:70:00/36	KmOptoel	KM OptoElektronik GmbH
70:B3:D5:9D:90:00/36	AtxNetwo	ATX Networks Corp
70:B3:D5:9D:A0:00/36	BlakeUk	Blake UK
70:B3:D5:9D:B0:00/36	CasMedic	CAS Medical Systems, Inc
70:B3:D5:9D:C0:00/36	Shanghai	Shanghai Daorech Industry Developmnet Co.,Ltd
70:B3:D5:9D:D0:00/36	Humaneye	HumanEyes Technologies Ltd.
70:B3:D5:9D:E0:00/36	System11	System 11 Sp. z o.o.
70:B3:D5:9D:F0:00/36	DobeComp	DOBE Computing
70:B3:D5:9E:00:00/36	EsIndust	ES Industrial Systems Co., Ltd.
70:B3:D5:9E:10:00/36	BolideTe	Bolide Technology Group, Inc.
70:B3:D5:9E:20:00/36	OfilUsa	Ofil USA
70:B3:D5:9E:30:00/36	LgElectr	LG Electronics
70:B3:D5:9E:60:00/36	BlocksiL	Blocksi Llc
70:B3:D5:9E:70:00/36	XiamenMa	Xiamen Maxincom Technologies Co., Ltd.
70:B3:D5:9E:80:00/36	Zerospac	Zerospace ICT Services B.V.
70:B3:D5:9E:A0:00/36	BlueStor	Blue Storm Associates, Inc.
70:B3:D5:9E:B0:00/36	PrestonI	Preston Industries dba PolyScience
70:B3:D5:9E:C0:00/36	Esoftthi	eSoftThings
70:B3:D5:9E:D0:00/36	Benchmar	Benchmark Electronics BV
70:B3:D5:9E:E0:00/36	Private
70:B3:D5:9E:F0:00/36	Cottonwo	Cottonwood Creek Technologies, Inc.
70:B3:D5:9F:00:00/36	Fujicom	FUJICOM Co.,Ltd.
70:B3:D5:9F:10:00/36	Rfel	RFEL Ltd
70:B3:D5:9F:20:00/36	AcordeTe	Acorde Technologies
70:B3:D5:9F:30:00/36	IeeeRegi	IEEE Registration Authority
70:B3:D5:9F:40:00/36	TbandSrl	Tband srl
70:B3:D5:9F:50:00/36	VickersE	Vickers Electronics Ltd
70:B3:D5:9F:60:00/36	Edgeware	Edgeware AB
70:B3:D5:9F:70:00/36	Foerster	Foerster-Technik GmbH
70:B3:D5:9F:80:00/36	Asymmetr	Asymmetric Technologies
70:B3:D5:9F:90:00/36	FluidCom	Fluid Components Intl
70:B3:D5:9F:A0:00/36	IdeasSrl	Ideas srl
70:B3:D5:9F:B0:00/36	UnicomGl	Unicom Global, Inc.
70:B3:D5:9F:C0:00/36	TruecomT	Truecom Telesoft Private Limited
70:B3:D5:9F:D0:00/36	Amakiden	amakidenki
70:B3:D5:9F:E0:00/36	SurugaSe	Suruga Seiki Co., Ltd.
70:B3:D5:A0:00:00/36	AtxNetwo	Atx Networks Ltd
70:B3:D5:A0:10:00/36	Feldtech	FeldTech GmbH
70:B3:D5:A0:30:00/36	Private
70:B3:D5:A0:40:00/36	GaleaEle	Galea Electric S.L.
70:B3:D5:A0:50:00/36	Wartsila	Wartsila Voyage Limited
70:B3:D5:A0:60:00/36	KopisMob	Kopis Mobile LLC
70:B3:D5:A0:70:00/36	IotrekTe	IoTrek Technology Private Limited
70:B3:D5:A0:80:00/36	Biobusin	BioBusiness
70:B3:D5:A0:A0:00/36	Capsys
70:B3:D5:A0:B0:00/36	Ambihome	ambiHome GmbH
70:B3:D5:A0:D0:00/36	Globalco	Globalcom Engineering SPA
70:B3:D5:A0:E0:00/36	Vetaphon	Vetaphone A/S
70:B3:D5:A0:F0:00/36	OsakiDat	Osaki Datatech Co., Ltd.
70:B3:D5:A1:00:00/36	W-Tec	w-tec AG
70:B3:D5:A1:20:00/36	QuercusT	Quercus Technologies, S.L.
70:B3:D5:A1:30:00/36	Uplevel	Uplevel Systems Inc
70:B3:D5:A1:50:00/36	Intercor	Intercore GmbH
70:B3:D5:A1:70:00/36	Tunstall	Tunstall A/S
70:B3:D5:A1:80:00/36	Embedded	Embedded Systems Lukasz Panasiuk
70:B3:D5:A1:90:00/36	Qualitro	Qualitronix Madrass Pvt Ltd
70:B3:D5:A1:B0:00/36	PotterEl	Potter Electric Signal Co. LLC
70:B3:D5:A1:C0:00/36	MecaSyst	Meca System
70:B3:D5:A1:D0:00/36	FluidCom	Fluid Components International
70:B3:D5:A1:F0:00/36	Globalte	GlobalTest LLC
70:B3:D5:A2:00:00/36	DesignFo	Design For Life Systems
70:B3:D5:A2:10:00/36	Ppi	PPI Inc.
70:B3:D5:A2:20:00/36	EsysSolu	eSys Solutions Sweden AB
70:B3:D5:A2:40:00/36	BoozAlle	Booz Allen Hamilton
70:B3:D5:A2:50:00/36	Pulsetor	PulseTor LLC
70:B3:D5:A2:60:00/36	HearGear	Hear Gear, Inc.
70:B3:D5:A2:70:00/36	HdlDaAma	HDL da Amazônia Industria Eletrônica Ltda
70:B3:D5:A2:80:00/36	PeekTraf	Peek Traffic
70:B3:D5:A2:90:00/36	QiagenIn	QIAGEN Instruments AG
70:B3:D5:A2:A0:00/36	Redwood	Redwood Systems
70:B3:D5:A2:B0:00/36	CleverDe	Clever Devices
70:B3:D5:A2:C0:00/36	Tlv	Tlv Co., Ltd.
70:B3:D5:A2:D0:00/36	ProjectS	Project Service S.r.l.
70:B3:D5:A2:E0:00/36	Kokam	Kokam Co., Ltd
70:B3:D5:A2:F0:00/36	Botek	Botek Systems AB
70:B3:D5:A3:00:00/36	ShenZhen	Shen Zhen Huawang Technology Co; Ltd
70:B3:D5:A3:20:00/36	Toughdog	Toughdog Security Systems
70:B3:D5:A3:30:00/36	Tiama
70:B3:D5:A3:40:00/36	RchItali	Rch Italia Spa
70:B3:D5:A3:50:00/36	SiconSrl	Sicon srl
70:B3:D5:A3:60:00/36	BeijingD	Beijing DamingWuzhou Science&Technology Co., Ltd.
70:B3:D5:A3:70:00/36	Mitsubis	Mitsubishi Heavy Industries Thermal Systems, Ltd.
70:B3:D5:A3:80:00/36	Aditec	Aditec GmbH
70:B3:D5:A3:90:00/36	Spetsstr	SPETSSTROY-SVYAZ Ltd
70:B3:D5:A3:A0:00/36	Epsoft	EPSOFT Co., Ltd
70:B3:D5:A3:B0:00/36	GraceDes	Grace Design/Lunatec LLC
70:B3:D5:A3:C0:00/36	WaveMusi	Wave Music Ltd
70:B3:D5:A3:F0:00/36	PhpowerS	PHPower Srl
70:B3:D5:A4:00:00/36	StrackLi	STRACK LIFT AUTOMATION GmbH
70:B3:D5:A4:10:00/36	Thelight	THELIGHT Luminary for Cine and TV S.L.
70:B3:D5:A4:20:00/36	ImarNavi	iMAR Navigation GmbH
70:B3:D5:A4:30:00/36	Oledcomm
70:B3:D5:A4:40:00/36	Fsr	Fsr, Inc.
70:B3:D5:A4:50:00/36	ViperInn	Viper Innovations Ltd
70:B3:D5:A4:60:00/36	Foxconn4	Foxconn 4Tech
70:B3:D5:A4:70:00/36	Kanoa	Kanoa Inc
70:B3:D5:A4:80:00/36	AppliedS	Applied Satellite Engineering
70:B3:D5:A4:90:00/36	Unipower	Unipower AB
70:B3:D5:A4:A0:00/36	BeijingA	Beijing Arrow SEED Technology Co,.Ltd.
70:B3:D5:A4:B0:00/36	MckayBro	McKay Brothers LLC
70:B3:D5:A4:C0:00/36	AlereTec	Alere Technologies AS
70:B3:D5:A4:D0:00/36	Lansitec	Lansitec Technology Co., Ltd
70:B3:D5:A4:E0:00/36	ArrayTec	Array Technologies Inc.
70:B3:D5:A4:F0:00/36	WeltekTe	Weltek Technologies Co. Ltd.
70:B3:D5:A5:00:00/36	Lecip	Lecip Corporation
70:B3:D5:A5:10:00/36	RfCode	RF Code
70:B3:D5:A5:20:00/36	ApexStab	APEX Stabilizations GmbH
70:B3:D5:A5:30:00/36	GsIndust	GS Industrie-Elektronik GmbH
70:B3:D5:A5:40:00/36	Provedo
70:B3:D5:A5:50:00/36	EmbestTe	Embest Technology Co., Ltd
70:B3:D5:A5:60:00/36	DorletSa	Dorlet Sau
70:B3:D5:A5:70:00/36	Pcsc
70:B3:D5:A5:80:00/36	McqTech	MCQ TECH GmbH
70:B3:D5:A5:90:00/36	Muuntosä	Muuntosähkö Oy - Trafox
70:B3:D5:A5:A0:00/36	RcsEnerg	RCS Energy Management Ltd
70:B3:D5:A5:B0:00/36	ChristEl	Christ Elektronik GmbH
70:B3:D5:A5:C0:00/36	Molekule
70:B3:D5:A5:D0:00/36	Position	Position Imaging
70:B3:D5:A5:E0:00/36	Conectai	ConectaIP Tecnologia S.L.
70:B3:D5:A5:F0:00/36	Daatrics	Daatrics LTD
70:B3:D5:A6:20:00/36	Environe	Environexus
70:B3:D5:A6:40:00/36	Newshine
70:B3:D5:A6:60:00/36	TrapezeS	Trapeze Software Group Inc
70:B3:D5:A6:70:00/36	GstarCre	Gstar Creation Co.,Ltd
